"ID_MGN","Saneamiento_Sinconexiones","Telecomunicaciones_4Ginteriores","Telecomunicaciones_4Gexteriores","Telecomunicaciones_4Gvehiculos","Movilidad_congestionamiento","cantidad_empresas","Movilidad_accidentes_Calle_buen_estado","Movilidad_accidentes_buenTiempo","Movilidad_accidentes_pavimento","Agua_conexiones_edific","Saneamiento_conexiones_edific","Electricidad_medidoresint_edific","Electricidad_postes_edific","Electricidad_transformadores_edific"
39427,0,3,0,1,4,0,100,100,100,1.05263157894737,1.05263157894737,0.105263157894737,0.210526315789474,0.157894736842105
39428,2,3,0,0,4,1,100,100,100,1,0.945945945945946,0.189189189189189,0.216216216216216,0.0810810810810811
39429,3,3,0,0,4,1,100,75,100,0.745098039215686,0.686274509803922,0.137254901960784,0.156862745098039,0.176470588235294
39430,4,3,0,2,0,0,100,100,100,1.75,0.75,0,1.25,0.25
39431,3,3,0,2,4,2,60,100,100,0.390243902439024,0.317073170731707,0.0731707317073171,0.170731707317073,0.24390243902439
39432,1,3,0,1,4,1,75,100,100,0.573770491803279,0.557377049180328,0.0327868852459016,0.0983606557377049,0.0491803278688525
39433,1,3,0,1,4,0,88.8888888888889,100,100,1.24489795918367,1.22448979591837,0.244897959183673,0.163265306122449,0.0408163265306122
39434,2,3,0,1,5,0,88.8888888888889,100,100,1.11764705882353,1.05882352941176,0.382352941176471,0.235294117647059,0.0588235294117647
39435,0,3,0,1,5,1,100,80,100,0.672727272727273,0.672727272727273,0.0363636363636364,0.145454545454545,0.109090909090909
39436,0,3,0,1,4,1,100,66.6666666666667,100,0.538461538461538,0.538461538461538,0.0769230769230769,0.769230769230769,0.384615384615385
39438,0,3,0,2,4,0,100,100,100,0.25,0.25,0,3.5,0.5
39439,0,3,0,2,5,2,100,100,100,0.111111111111111,0.111111111111111,0,1.22222222222222,0.222222222222222
39440,2,3,0,1,5,0,100,100,100,0.964285714285714,0.892857142857143,0.0357142857142857,0.321428571428571,0.107142857142857
39441,30,3,0,2,5,0,100,87.5,100,1.77777777777778,0.111111111111111,0.277777777777778,0.444444444444444,0.166666666666667
39442,2,3,0,2,5,1,80,100,80,1.4,1,0.2,1.6,0.8
39443,3,1,1,2,5,4,84.6153846153846,100,84.6153846153846,0.46875,0.421875,0.078125,0.65625,0.046875
39444,2,3,0,2,5,2,66.6666666666667,83.3333333333333,66.6666666666667,0.790697674418605,0.744186046511628,0.255813953488372,0.232558139534884,0.116279069767442
39446,0,3,0,2,4,0,81.9044873063313,91.0130610644602,82.8406469895976,1.33333333333333,1.33333333333333,0,1,0
39447,0,3,0,1,4,0,100,100,100,0.777777777777778,0.777777777777778,0.222222222222222,0.555555555555556,0.388888888888889
39448,3,3,0,1,4,0,100,100,100,1.31818181818182,1.18181818181818,0.454545454545455,2.27272727272727,0.5
39449,1,3,0,2,4,0,100,100,100,1.02777777777778,1,0.138888888888889,0.25,0.138888888888889
39450,0,3,0,1,4,1,100,100,100,0.925,0.925,0.2,0.275,0.075
39451,6,3,0,0,4,0,100,88.8888888888889,100,1.39393939393939,1.21212121212121,0.272727272727273,0.333333333333333,0.303030303030303
39452,0,3,0,0,4,0,87.5,87.5,100,0.5,0.5,1.25,2,2.75
39453,0,3,0,0,4,1,85.7142857142857,100,100,1.28,1.28,0.24,0.32,0.08
39454,3,3,0,1,4,0,100,100,100,0.666666666666667,0.166666666666667,0.333333333333333,12.1666666666667,1
39455,1,3,0,1,4,0,100,100,100,0.787234042553192,0.765957446808511,0,0.297872340425532,0.25531914893617
39456,3,3,0,1,4,0,100,100,100,0.5,0.425,0.025,0.425,0.275
39457,0,3,0,1,4,0,100,100,100,4,4,1,9,2
39458,2,3,0,1,4,2,83.3333333333333,100,100,2.26315789473684,2.15789473684211,0.105263157894737,0.631578947368421,0.736842105263158
39459,2,3,0,1,4,0,91.6666666666667,83.3333333333333,100,1.19512195121951,1.14634146341463,0.439024390243902,0.317073170731707,0.317073170731707
39460,1,3,0,0,4,2,93.3333333333333,80,100,0.857142857142857,0.828571428571429,0.4,0.285714285714286,0.2
39461,0,3,0,0,4,0,93.3333333333333,93.3333333333333,100,2,2,0,18,8
39462,0,3,0,1,4,1,100,90.9090909090909,100,0.782608695652174,0.782608695652174,0,0.521739130434783,0.434782608695652
39463,0,3,0,0,4,2,100,88.8888888888889,100,0.828571428571429,0.828571428571429,0,0.371428571428571,0.142857142857143
39464,1,3,0,1,4,2,100,80,100,1,0.972972972972973,0.0540540540540541,0.351351351351351,0.27027027027027
39465,0,3,0,2,4,1,100,90.9090909090909,100,0.121951219512195,0.121951219512195,0.0487804878048781,0.51219512195122,0.365853658536585
39466,3,3,0,2,4,1,92.8571428571429,92.8571428571429,100,1.10769230769231,1.06153846153846,0.323076923076923,0.169230769230769,0.246153846153846
39467,2,3,0,2,4,2,90.9090909090909,100,100,0.862068965517241,0.827586206896552,0.275862068965517,0.224137931034483,0.0862068965517241
39468,7,3,0,1,4,1,100,100,100,0.854166666666667,0.708333333333333,0.0416666666666667,0.416666666666667,0.145833333333333
39469,5,2,0,2,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.5,0.0833333333333333,0,0.916666666666667,0.25
39470,10,2,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.909090909090909,0,0,0.363636363636364,1.09090909090909
39471,4,2,0,1,4,0,100,100,100,0.44,0.28,0,0.24,0.28
39472,7,3,0,2,4,0,100,100,100,0.714285714285714,0.514285714285714,0.0571428571428571,0.371428571428571,0.657142857142857
39473,1,3,0,1,4,1,100,100,100,0.833333333333333,0.666666666666667,0,1.5,1.83333333333333
39474,3,3,0,1,4,1,90,100,100,5,4.7,0,1.2,1
39475,3,3,0,1,4,0,93.3333333333333,86.6666666666667,100,1.61290322580645,1.51612903225806,1,0.483870967741935,0.225806451612903
39476,2,3,0,0,4,2,94.7368421052632,84.2105263157895,100,1.29268292682927,1.24390243902439,0.707317073170732,0.439024390243902,0.219512195121951
39477,1,3,0,0,4,1,94.1176470588235,94.1176470588235,100,0.5,0.458333333333333,0.0833333333333333,0.833333333333333,0.25
39478,10,3,0,2,4,3,100,90.9090909090909,100,0.758620689655172,0.413793103448276,0.0344827586206897,4.75862068965517,0.379310344827586
39479,1,2,0,1,3,3,100,100,100,1.09090909090909,1.04545454545455,0.0454545454545455,0.545454545454545,0.318181818181818
39480,1,3,0,1,4,1,100,83.3333333333333,100,0.8125,0.75,0.125,0.8125,0.25
39481,0,3,0,1,5,1,100,100,100,0.72,0.72,0.02,0.24,0.08
39482,1,3,0,1,5,0,100,100,100,0.545454545454545,0.454545454545455,0.909090909090909,1,0.272727272727273
39483,4,3,0,1,4,0,88.8888888888889,100,100,1,0.888888888888889,0.166666666666667,0.25,0.0277777777777778
39484,2,3,0,1,4,0,88.8888888888889,100,100,0.821428571428571,0.75,0.0357142857142857,0.25,0
39485,2,3,0,1,4,1,100,100,100,1,0.963636363636364,0.163636363636364,0.181818181818182,0.109090909090909
39486,6,3,0,1,4,4,100,100,100,1,0.769230769230769,0,0.307692307692308,0.346153846153846
39487,1,3,0,1,4,0,100,100,100,0.25,0.125,0,0.75,0.375
39488,10,2,0,2,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.304347826086957,0.0869565217391304,0,0.173913043478261,0.260869565217391
39489,16,2,0,1,4,1,92.3076923076923,92.3076923076923,92.3076923076923,0.888888888888889,0,0.277777777777778,0.444444444444444,0
39490,16,2,0,1,4,0,100,92.3076923076923,84.6153846153846,1.23076923076923,0,0.923076923076923,0.769230769230769,0.615384615384615
39491,17,2,0,1,4,1,100,90.9090909090909,81.8181818181818,0.68,0,0.96,0.4,0
39492,4,2,0,1,4,1,93.3333333333333,93.3333333333333,80,1.33333333333333,0,4,2.66666666666667,0.333333333333333
39493,3,2,0,1,4,0,91.6666666666667,91.6666666666667,91.6666666666667,0.6,0,0,1,0
39494,15,2,0,2,3,4,94.4444444444444,94.4444444444444,88.8888888888889,0.230769230769231,0,0.184615384615385,0.230769230769231,0.261538461538462
39495,15,2,0,1,4,1,100,100,84.6153846153846,0.6,0,0.4,0.36,0.08
39496,14,2,0,1,4,2,100,100,80,0.7,0,1.8,0.4,0.05
39497,1,3,0,2,4,4,90.3225806451613,90.3225806451613,90.3225806451613,0.641304347826087,0.630434782608696,0.0326086956521739,0.543478260869565,0.152173913043478
39498,1,2,0,2,3,1,100,88.2352941176471,94.1176470588235,1.05263157894737,1.02631578947368,0.0526315789473684,0.263157894736842,0.131578947368421
39499,1,3,0,2,0,1,100,90.9090909090909,90.9090909090909,1.41176470588235,1.38235294117647,0.0294117647058824,0.382352941176471,0.147058823529412
39500,3,3,0,2,3,2,93.3333333333333,86.6666666666667,93.3333333333333,0.217391304347826,0.152173913043478,0.0217391304347826,0.369565217391304,0.173913043478261
39501,5,2,0,1,4,0,100,100,100,1,0,2.6,2.2,1.8
39502,28,2,0,1,4,0,100,100,71.4285714285714,0.777777777777778,0,0.833333333333333,0.25,0.111111111111111
39503,33,3,2,3,4,0,85.8974358974359,89.7435897435898,92.3076923076923,1.47826086956522,0.0434782608695652,3.39130434782609,3.73913043478261,0.173913043478261
39504,2,2,0,1,4,0,93.3333333333333,86.6666666666667,100,0.785714285714286,0.714285714285714,0.0357142857142857,0.285714285714286,0.107142857142857
39505,0,2,0,2,4,2,92.3076923076923,84.6153846153846,100,1.11428571428571,1.11428571428571,0.2,0.285714285714286,0.114285714285714
39506,1,2,0,2,4,1,100,100,100,1,0.944444444444444,0.0555555555555556,0.611111111111111,0.333333333333333
39507,4,2,1,2,4,1,100,93.75,93.75,0.581818181818182,0.509090909090909,0.163636363636364,0.781818181818182,0.254545454545455
39508,8,3,1,3,3,0,88.8888888888889,88.8888888888889,100,0.258064516129032,0,0.129032258064516,0.225806451612903,0.290322580645161
39509,4,3,0,2,3,1,100,100,100,4,0,3,8,5
39510,7,3,1,3,4,1,100,100,100,0.875,0,1,1,0.375
39511,30,2,1,3,4,0,100,100,100,0.882352941176471,0,0.970588235294118,0.264705882352941,0.0588235294117647
39512,0,3,0,2,4,0,88.8888888888889,94.4444444444444,100,1.05555555555556,1.05555555555556,0.277777777777778,1.16666666666667,0.388888888888889
39513,3,3,0,1,4,1,91.304347826087,91.304347826087,100,1.24615384615385,1.2,0.169230769230769,0.2,0.169230769230769
39514,0,2,0,1,4,2,93.75,87.5,100,1.54761904761905,1.54761904761905,0.285714285714286,0.30952380952381,0.285714285714286
39515,0,2,0,2,4,1,100,100,100,1.26315789473684,1.26315789473684,0.131578947368421,0.394736842105263,0.263157894736842
39517,47,3,1,3,3,1,73.3333333333333,80,93.3333333333333,1,0,0.851063829787234,0.234042553191489,0.0638297872340425
39518,11,2,1,2,4,0,66.6666666666667,83.3333333333333,91.6666666666667,1.83333333333333,0,1.66666666666667,1,0.333333333333333
39519,13,2,1,3,4,0,85.7142857142857,85.7142857142857,100,0.866666666666667,0,1,0.533333333333333,0.4
39520,43,1,1,2,4,1,83.3333333333333,83.3333333333333,100,1.075,0,1.025,0.2,0.025
39521,58,2,1,3,4,1,73.3333333333333,80,93.3333333333333,0.90625,0,0.859375,0.203125,0.046875
39522,1,3,0,0,4,2,91.6666666666667,95.8333333333333,100,0.944444444444444,0.888888888888889,0.111111111111111,1.16666666666667,0.277777777777778
39523,0,3,0,1,4,0,95,95,100,0.75,0.75,0.480769230769231,0.269230769230769,0.173076923076923
39525,2,3,0,2,4,1,90.9090909090909,100,100,2.7,2.6,0.15,0.85,0.65
39526,7,3,0,2,4,2,100,100,100,3.14285714285714,2.14285714285714,0.142857142857143,1.57142857142857,1.57142857142857
39527,7,2,1,2,4,0,73.3333333333333,80,93.3333333333333,1.4,0,8.8,1.8,1
39528,22,3,0,3,4,3,80,80,90,0.372881355932203,0,0.0169491525423729,0.220338983050847,0.186440677966102
39529,7,3,0,1,4,0,81.8181818181818,81.8181818181818,90.9090909090909,1.75,0,0.25,1.75,0.75
39530,17,3,0,1,3,0,77.7777777777778,77.7777777777778,88.8888888888889,1.21428571428571,0,0.0714285714285714,0.5,0
39531,10,3,0,1,4,0,77.7777777777778,77.7777777777778,88.8888888888889,0.588235294117647,0,0,0.588235294117647,0.0588235294117647
39532,8,3,0,2,4,2,100,80,100,0.533333333333333,0,0.0666666666666667,0.466666666666667,0
39533,3,3,0,3,4,1,100,80,100,0.125,0,0.0833333333333333,0.458333333333333,0.416666666666667
39534,40,3,1,2,4,2,87.5,91.6666666666667,91.6666666666667,0.377358490566038,0,0.0188679245283019,0.19811320754717,0.160377358490566
39535,37,1,1,2,4,1,100,100,100,0.787234042553192,0,0,0.25531914893617,0.0212765957446809
39536,31,2,1,3,4,1,100,100,100,2.21428571428571,0,0,0.5,0
39537,22,2,1,3,3,1,90.9090909090909,100,90.9090909090909,0.956521739130435,0,0,0.260869565217391,0.173913043478261
39538,16,1,1,1,4,0,100,100,100,1.14285714285714,0,0.214285714285714,0.571428571428571,0.214285714285714
39539,14,1,1,1,4,0,88.8888888888889,100,88.8888888888889,1.07692307692308,0,0.230769230769231,0.538461538461538,0.307692307692308
39541,17,3,0,1,4,0,78.5714285714286,85.7142857142857,85.7142857142857,1.41666666666667,0,0.0833333333333333,0.666666666666667,0.333333333333333
39542,27,3,1,3,4,3,80,86.6666666666667,86.6666666666667,0.794117647058823,0,0.0294117647058824,0.264705882352941,0.147058823529412
39543,19,3,0,2,4,1,90.9090909090909,81.8181818181818,100,0.95,0,0.05,0.35,0.05
39545,9,3,0,3,4,1,90.9090909090909,81.8181818181818,100,0.333333333333333,0,0.259259259259259,0.333333333333333,0.37037037037037
39546,18,3,1,2,4,3,100,100,100,0.216867469879518,0,0.0602409638554217,0.144578313253012,0.192771084337349
39547,51,3,0,1,4,2,100,100,100,0.772727272727273,0,0.0757575757575758,0.363636363636364,0.181818181818182
39548,42,3,0,2,4,1,100,100,100,0.976744186046512,0,0.0232558139534884,0.255813953488372,0.186046511627907
39549,14,3,1,3,4,0,98.4126984126984,96.8253968253968,98.4126984126984,0.736842105263158,0,0.0526315789473684,4.31578947368421,0.789473684210526
39550,6,3,0,1,3,1,83.3333333333333,83.3333333333333,100,0.260869565217391,0,0.217391304347826,0.347826086956522,0.0434782608695652
39551,27,3,0,1,4,0,82.3529411764706,82.3529411764706,100,0.54,0,0.64,0.34,0.24
39552,17,2,0,1,3,0,81.25,87.5,100,0.607142857142857,0,1.07142857142857,0.25,0.0357142857142857
39553,1,3,0,1,0,0,100,100,100,0.5,0,5,3,1.5
39554,7,3,0,2,4,1,100,100,100,0.5,0,0,0.428571428571429,0.928571428571429
39555,13,2,0,1,2,0,100,100,100,0.419354838709677,0,0,0.129032258064516,0.161290322580645
39557,2,2,0,1,4,0,100,100,100,2,0,1,9,3
39558,32,2,0,1,4,0,100,100,100,1.23076923076923,0,0,0.384615384615385,0.307692307692308
39559,32,3,0,1,3,1,81.25,87.5,100,1.375,0.0416666666666667,1.54166666666667,0.333333333333333,0.0416666666666667
39560,13,3,0,1,3,0,78.9473684210526,84.2105263157895,100,0.371428571428571,0,0.8,0.771428571428571,0.228571428571429
39561,34,2,1,3,4,5,97.6744186046512,95.3488372093023,97.6744186046512,0.414634146341463,0,0.146341463414634,0.75609756097561,0.146341463414634
39562,31,2,0,1,4,2,100,100,100,0.911764705882353,0,0.0294117647058824,0.264705882352941,0.0882352941176471
39563,27,2,0,1,4,0,100,100,100,0.675,0,0.025,0.225,0.125
39564,14,2,0,2,4,0,100,100,100,0.823529411764706,0,0,0.352941176470588,0.117647058823529
39565,5,1,0,1,4,2,100,100,100,1,0,0,0.8,0.2
39566,8,1,0,2,4,0,100,100,100,0.8,0,0,0.8,0.3
39567,27,3,0,1,3,1,81.8181818181818,81.8181818181818,100,1.22727272727273,0,1.5,0.363636363636364,0.0454545454545455
39568,3,2,0,1,4,0,83.3333333333333,83.3333333333333,100,0.230769230769231,0,1.07692307692308,0.307692307692308,0.153846153846154
39569,4,3,0,2,3,0,83.3333333333333,83.3333333333333,100,0.4,0,0.9,0.6,0
39570,26,3,0,1,3,0,75,75,100,0.509803921568627,0,0.764705882352941,0.215686274509804,0.0196078431372549
39571,24,3,0,0,0,0,83.3333333333333,75,100,0.51063829787234,0,1.14893617021277,0.25531914893617,0.0212765957446809
39572,11,3,0,1,0,0,100,75,100,1,0,1.09090909090909,0.454545454545455,0
39573,27,3,0,0,0,0,75,75,100,0.72972972972973,0,1.24324324324324,0.216216216216216,0.027027027027027
39574,10,3,0,3,0,1,66.6666666666667,66.6666666666667,100,0.238095238095238,0,0.642857142857143,0.166666666666667,0.214285714285714
40106,3,3,0,1,2,0,81.9044873063313,91.0130610644602,82.8406469895976,7,6.625,0.125,0.625,0
40107,0,2,0,1,2,1,81.9044873063313,91.0130610644602,82.8406469895976,0.75,0.75,0,0.4375,0.125
40108,0,3,0,1,2,0,81.9044873063313,91.0130610644602,82.8406469895976,0.8,0.8,0.05,0.3,0.05
40109,0,3,0,1,2,0,81.9044873063313,91.0130610644602,82.8406469895976,0.857142857142857,0.857142857142857,0,1,0
40110,1,3,0,1,3,0,81.9044873063313,91.0130610644602,82.8406469895976,0.892857142857143,0.857142857142857,0.0357142857142857,0.321428571428571,0.0357142857142857
40111,15,3,0,1,4,2,77.7777777777778,88.8888888888889,100,0.97,0.895,0.055,0.205,0.035
40112,1,3,0,1,0,0,100,100,100,1.40909090909091,1.36363636363636,0.0454545454545455,0.318181818181818,0.0909090909090909
40113,1,3,0,1,0,0,100,100,100,0.846153846153846,0.769230769230769,0.0769230769230769,0.538461538461538,0.0769230769230769
40114,0,2,0,1,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.714285714285714,0.714285714285714,0.0476190476190476,0.285714285714286,0.0476190476190476
40115,0,3,0,1,0,1,81.9044873063313,91.0130610644602,82.8406469895976,0.75,0.75,0,0.35,0
40116,0,3,0,1,3,1,81.9044873063313,91.0130610644602,82.8406469895976,0.80952380952381,0.80952380952381,0.0952380952380952,0.428571428571429,0.0476190476190476
40118,1,2,0,1,4,2,71.4285714285714,92.8571428571429,100,0.739130434782609,0.695652173913043,0.0869565217391304,0.782608695652174,0.173913043478261
40119,1,2,0,1,4,0,88.8888888888889,100,100,0.655172413793103,0.620689655172414,0.0689655172413793,0.275862068965517,0
40120,0,2,0,1,4,1,50,100,100,0.80952380952381,0.80952380952381,0,0.380952380952381,0.0476190476190476
40121,3,2,0,1,4,1,50,100,100,0.576923076923077,0.461538461538462,0,0.153846153846154,0
40122,1,3,0,1,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.625,0.59375,0.0625,0.5,0.03125
40123,0,3,0,0,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.585365853658537,0.585365853658537,0,0.268292682926829,0.0487804878048781
40124,0,3,0,0,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.724137931034483,0.724137931034483,0.103448275862069,0.172413793103448,0.0689655172413793
40125,0,3,0,1,3,0,66.6666666666667,100,100,0.763157894736842,0.763157894736842,0,0.342105263157895,0.0263157894736842
40126,0,3,0,1,3,1,77.7777777777778,88.8888888888889,100,0.615384615384615,0.615384615384615,0,0.5,0
40127,4,3,0,1,3,2,80,90,100,0.53125,0.40625,0.03125,0.375,0.0625
40128,0,2,0,1,4,2,81.8181818181818,90.9090909090909,100,0.553191489361702,0.553191489361702,0,0.276595744680851,0.0851063829787234
40129,8,2,1,2,4,1,78.5714285714286,92.8571428571429,92.8571428571429,0.690909090909091,0.545454545454545,0,0.654545454545455,0.0909090909090909
40130,27,2,1,3,4,1,77.7777777777778,88.8888888888889,88.8888888888889,0.853333333333333,0.493333333333333,0,0.213333333333333,0.0933333333333333
40131,3,3,0,0,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.633333333333333,0.583333333333333,0.0666666666666667,0.166666666666667,0.0166666666666667
40132,0,3,0,0,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.678571428571429,0.678571428571429,0.107142857142857,0.25,0.0357142857142857
40133,0,3,0,1,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.67910447761194,0.67910447761194,0.0447761194029851,0.156716417910448,0.0298507462686567
40134,1,3,0,0,3,0,100,100,100,0.75,0.666666666666667,0.25,0.5,0.0833333333333333
40135,1,3,0,0,0,1,100,100,100,0.708333333333333,0.666666666666667,0.0416666666666667,0.291666666666667,0.0833333333333333
40136,1,3,0,2,3,2,66.6666666666667,100,100,0.587301587301587,0.571428571428571,0,0.19047619047619,0.0317460317460317
40138,0,3,1,3,0,0,71.4285714285714,85.7142857142857,85.7142857142857,0.0444444444444444,0.0444444444444444,0.0222222222222222,0.177777777777778,0
40139,0,3,0,2,4,0,100,100,100,0.545454545454545,0.545454545454545,0,0.0909090909090909,0.0303030303030303
40140,0,3,0,1,4,1,100,100,100,0.869565217391304,0.869565217391304,0.0434782608695652,0.173913043478261,0
40141,0,3,0,0,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.516129032258065,0.516129032258065,0.0645161290322581,0.129032258064516,0.0645161290322581
40142,0,3,0,1,4,1,100,100,100,0.625,0.625,0.0833333333333333,0.833333333333333,0.0416666666666667
40143,1,3,0,2,4,0,100,100,100,0.2,0.133333333333333,0,4.13333333333333,0.133333333333333
40144,0,3,0,2,3,0,81.9044873063313,91.0130610644602,82.8406469895976,0.592592592592593,0.592592592592593,0.037037037037037,0.296296296296296,0
40145,0,3,0,1,0,0,100,100,100,0.592592592592593,0.592592592592593,0,0.444444444444444,0.111111111111111
40146,0,3,0,1,4,0,100,100,100,0.653846153846154,0.653846153846154,0,0.384615384615385,0.0769230769230769
40147,0,3,0,2,4,1,100,83.3333333333333,100,0.675,0.675,0.025,0.35,0.05
40148,0,3,0,0,0,0,50,100,50,1,1,0,1.5,0.25
40149,0,3,0,0,4,0,50,100,50,0.933333333333333,0.933333333333333,0,0.4,0.0666666666666667
40150,0,3,0,0,4,0,50,100,50,0.736842105263158,0.736842105263158,0.0526315789473684,0.315789473684211,0.105263157894737
40151,0,3,0,0,4,0,50,100,50,1.2,1.2,0,0.5,0.05
40152,0,3,0,0,4,0,100,100,100,0.736842105263158,0.736842105263158,0.0526315789473684,0.368421052631579,0.0526315789473684
40153,0,3,0,0,4,1,100,100,100,0.76,0.76,0.16,0.28,0
40154,1,3,0,0,4,1,100,100,100,0.863636363636364,0.818181818181818,0.136363636363636,0.272727272727273,0.0909090909090909
40155,0,3,0,0,4,0,100,100,100,1,1,0.133333333333333,0.333333333333333,0.0666666666666667
40156,0,3,0,0,4,0,100,100,100,0.684210526315789,0.684210526315789,0.0789473684210526,0.157894736842105,0
40157,0,3,0,0,4,0,88.8888888888889,100,88.8888888888889,0.697368421052632,0.697368421052632,0.0131578947368421,0.131578947368421,0.0263157894736842
40158,3,3,0,0,4,1,87.5,100,87.5,0.815789473684211,0.776315789473684,0.0394736842105263,0.144736842105263,0.0394736842105263
40159,0,3,0,0,4,1,90,100,90,0.822222222222222,0.822222222222222,0.0666666666666667,0.222222222222222,0.0222222222222222
40160,1,3,0,0,4,1,80,100,80,0.837837837837838,0.810810810810811,0.027027027027027,0.297297297297297,0.027027027027027
40161,0,3,0,0,4,1,100,100,100,0.708333333333333,0.708333333333333,0.0416666666666667,0.5,0
40162,0,3,0,1,4,0,100,71.4285714285714,100,0.645161290322581,0.645161290322581,0.0967741935483871,0.258064516129032,0.0645161290322581
40163,0,3,0,0,4,1,100,100,100,1.18181818181818,1.18181818181818,0,0.636363636363636,0.181818181818182
40164,0,3,0,1,4,0,100,100,100,1.14285714285714,1.14285714285714,0.0952380952380952,0.238095238095238,0
40165,0,3,0,1,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.571428571428571,0.571428571428571,0.0357142857142857,0.107142857142857,0.0714285714285714
40166,0,3,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.636363636363636,0.636363636363636,0.0454545454545455,0.227272727272727,0
40167,0,3,0,0,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.590909090909091,0.590909090909091,0.136363636363636,0.227272727272727,0
40168,0,3,0,0,4,2,81.9044873063313,91.0130610644602,82.8406469895976,0.769230769230769,0.769230769230769,0.0384615384615385,0.192307692307692,0.0384615384615385
