"Saneamiento_Sinconexiones","Telecomunicaciones_4Ginteriores","Telecomunicaciones_4Gexteriores","Telecomunicaciones_4Gvehiculos","Movilidad_congestionamiento","cantidad_empresas","Movilidad_accidentes_Calle_buen_estado","Movilidad_accidentes_buenTiempo","Movilidad_accidentes_pavimento","Agua_conexiones_edific","Saneamiento_conexiones_edific","Electricidad_medidoresint_edific","Electricidad_postes_edific","Electricidad_transformadores_edific"
0,3,0,1,4,1,100,90.9090909090909,100,0.782608695652174,0.782608695652174,0,0.521739130434783,0.434782608695652
0,3,0,0,4,2,100,88.8888888888889,100,0.828571428571429,0.828571428571429,0,0.371428571428571,0.142857142857143
1,3,0,1,4,2,100,80,100,1,0.972972972972973,0.0540540540540541,0.351351351351351,0.27027027027027
0,3,0,2,4,1,100,90.9090909090909,100,0.121951219512195,0.121951219512195,0.0487804878048781,0.51219512195122,0.365853658536585
3,3,0,2,4,1,92.8571428571429,92.8571428571429,100,1.10769230769231,1.06153846153846,0.323076923076923,0.169230769230769,0.246153846153846
2,3,0,2,4,2,90.9090909090909,100,100,0.862068965517241,0.827586206896552,0.275862068965517,0.224137931034483,0.0862068965517241
7,3,0,1,4,1,100,100,100,0.854166666666667,0.708333333333333,0.0416666666666667,0.416666666666667,0.145833333333333
5,2,0,2,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.5,0.0833333333333333,0,0.916666666666667,0.25
10,2,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.909090909090909,0,0,0.363636363636364,1.09090909090909
4,2,0,1,4,0,100,100,100,0.44,0.28,0,0.24,0.28
7,3,0,2,4,0,100,100,100,0.714285714285714,0.514285714285714,0.0571428571428571,0.371428571428571,0.657142857142857
1,3,0,1,4,1,100,100,100,0.833333333333333,0.666666666666667,0,1.5,1.83333333333333
3,3,0,1,4,1,90,100,100,5,4.7,0,1.2,1
3,3,0,1,4,0,93.3333333333333,86.6666666666667,100,1.61290322580645,1.51612903225806,1,0.483870967741935,0.225806451612903
2,3,0,0,4,2,94.7368421052632,84.2105263157895,100,1.29268292682927,1.24390243902439,0.707317073170732,0.439024390243902,0.219512195121951
1,3,0,0,4,1,94.1176470588235,94.1176470588235,100,0.5,0.458333333333333,0.0833333333333333,0.833333333333333,0.25
10,3,0,2,4,3,100,90.9090909090909,100,0.758620689655172,0.413793103448276,0.0344827586206897,4.75862068965517,0.379310344827586
1,2,0,1,3,3,100,100,100,1.09090909090909,1.04545454545455,0.0454545454545455,0.545454545454545,0.318181818181818
1,3,0,1,4,1,100,83.3333333333333,100,0.8125,0.75,0.125,0.8125,0.25
0,3,0,1,5,1,100,100,100,0.72,0.72,0.02,0.24,0.08
1,3,0,1,5,0,100,100,100,0.545454545454545,0.454545454545455,0.909090909090909,1,0.272727272727273
4,3,0,1,4,0,88.8888888888889,100,100,1,0.888888888888889,0.166666666666667,0.25,0.0277777777777778
2,3,0,1,4,0,88.8888888888889,100,100,0.821428571428571,0.75,0.0357142857142857,0.25,0
2,3,0,1,4,1,100,100,100,1,0.963636363636364,0.163636363636364,0.181818181818182,0.109090909090909
6,3,0,1,4,4,100,100,100,1,0.769230769230769,0,0.307692307692308,0.346153846153846
1,3,0,1,4,0,100,100,100,0.25,0.125,0,0.75,0.375
10,2,0,2,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.304347826086957,0.0869565217391304,0,0.173913043478261,0.260869565217391
16,2,0,1,4,1,92.3076923076923,92.3076923076923,92.3076923076923,0.888888888888889,0,0.277777777777778,0.444444444444444,0
16,2,0,1,4,0,100,92.3076923076923,84.6153846153846,1.23076923076923,0,0.923076923076923,0.769230769230769,0.615384615384615
17,2,0,1,4,1,100,90.9090909090909,81.8181818181818,0.68,0,0.96,0.4,0
4,2,0,1,4,1,93.3333333333333,93.3333333333333,80,1.33333333333333,0,4,2.66666666666667,0.333333333333333
3,2,0,1,4,0,91.6666666666667,91.6666666666667,91.6666666666667,0.6,0,0,1,0
15,2,0,2,3,4,94.4444444444444,94.4444444444444,88.8888888888889,0.230769230769231,0,0.184615384615385,0.230769230769231,0.261538461538462
15,2,0,1,4,1,100,100,84.6153846153846,0.6,0,0.4,0.36,0.08
14,2,0,1,4,2,100,100,80,0.7,0,1.8,0.4,0.05
1,3,0,2,4,4,90.3225806451613,90.3225806451613,90.3225806451613,0.641304347826087,0.630434782608696,0.0326086956521739,0.543478260869565,0.152173913043478
1,2,0,2,3,1,100,88.2352941176471,94.1176470588235,1.05263157894737,1.02631578947368,0.0526315789473684,0.263157894736842,0.131578947368421
1,3,0,2,0,1,100,90.9090909090909,90.9090909090909,1.41176470588235,1.38235294117647,0.0294117647058824,0.382352941176471,0.147058823529412
3,3,0,2,3,2,93.3333333333333,86.6666666666667,93.3333333333333,0.217391304347826,0.152173913043478,0.0217391304347826,0.369565217391304,0.173913043478261
5,2,0,1,4,0,100,100,100,1,0,2.6,2.2,1.8
28,2,0,1,4,0,100,100,71.4285714285714,0.777777777777778,0,0.833333333333333,0.25,0.111111111111111
33,3,2,3,4,0,85.8974358974359,89.7435897435898,92.3076923076923,1.47826086956522,0.0434782608695652,3.39130434782609,3.73913043478261,0.173913043478261
2,2,0,1,4,0,93.3333333333333,86.6666666666667,100,0.785714285714286,0.714285714285714,0.0357142857142857,0.285714285714286,0.107142857142857
0,2,0,2,4,2,92.3076923076923,84.6153846153846,100,1.11428571428571,1.11428571428571,0.2,0.285714285714286,0.114285714285714
1,2,0,2,4,1,100,100,100,1,0.944444444444444,0.0555555555555556,0.611111111111111,0.333333333333333
4,2,1,2,4,1,100,93.75,93.75,0.581818181818182,0.509090909090909,0.163636363636364,0.781818181818182,0.254545454545455
8,3,1,3,3,0,88.8888888888889,88.8888888888889,100,0.258064516129032,0,0.129032258064516,0.225806451612903,0.290322580645161
4,3,0,2,3,1,100,100,100,4,0,3,8,5
7,3,1,3,4,1,100,100,100,0.875,0,1,1,0.375
30,2,1,3,4,0,100,100,100,0.882352941176471,0,0.970588235294118,0.264705882352941,0.0588235294117647
0,3,0,2,4,0,88.8888888888889,94.4444444444444,100,1.05555555555556,1.05555555555556,0.277777777777778,1.16666666666667,0.388888888888889
3,3,0,1,4,1,91.304347826087,91.304347826087,100,1.24615384615385,1.2,0.169230769230769,0.2,0.169230769230769
0,2,0,1,4,2,93.75,87.5,100,1.54761904761905,1.54761904761905,0.285714285714286,0.30952380952381,0.285714285714286
0,2,0,2,4,1,100,100,100,1.26315789473684,1.26315789473684,0.131578947368421,0.394736842105263,0.263157894736842
47,3,1,3,3,1,73.3333333333333,80,93.3333333333333,1,0,0.851063829787234,0.234042553191489,0.0638297872340425
11,2,1,2,4,0,66.6666666666667,83.3333333333333,91.6666666666667,1.83333333333333,0,1.66666666666667,1,0.333333333333333
13,2,1,3,4,0,85.7142857142857,85.7142857142857,100,0.866666666666667,0,1,0.533333333333333,0.4
43,1,1,2,4,1,83.3333333333333,83.3333333333333,100,1.075,0,1.025,0.2,0.025
58,2,1,3,4,1,73.3333333333333,80,93.3333333333333,0.90625,0,0.859375,0.203125,0.046875
1,3,0,0,4,2,91.6666666666667,95.8333333333333,100,0.944444444444444,0.888888888888889,0.111111111111111,1.16666666666667,0.277777777777778
0,3,0,1,4,0,95,95,100,0.75,0.75,0.480769230769231,0.269230769230769,0.173076923076923
2,3,0,2,4,1,90.9090909090909,100,100,2.7,2.6,0.15,0.85,0.65
7,3,0,2,4,2,100,100,100,3.14285714285714,2.14285714285714,0.142857142857143,1.57142857142857,1.57142857142857
7,2,1,2,4,0,73.3333333333333,80,93.3333333333333,1.4,0,8.8,1.8,1
22,3,0,3,4,3,80,80,90,0.372881355932203,0,0.0169491525423729,0.220338983050847,0.186440677966102
7,3,0,1,4,0,81.8181818181818,81.8181818181818,90.9090909090909,1.75,0,0.25,1.75,0.75
17,3,0,1,3,0,77.7777777777778,77.7777777777778,88.8888888888889,1.21428571428571,0,0.0714285714285714,0.5,0
10,3,0,1,4,0,77.7777777777778,77.7777777777778,88.8888888888889,0.588235294117647,0,0,0.588235294117647,0.0588235294117647
8,3,0,2,4,2,100,80,100,0.533333333333333,0,0.0666666666666667,0.466666666666667,0
3,3,0,3,4,1,100,80,100,0.125,0,0.0833333333333333,0.458333333333333,0.416666666666667
40,3,1,2,4,2,87.5,91.6666666666667,91.6666666666667,0.377358490566038,0,0.0188679245283019,0.19811320754717,0.160377358490566
37,1,1,2,4,1,100,100,100,0.787234042553192,0,0,0.25531914893617,0.0212765957446809
31,2,1,3,4,1,100,100,100,2.21428571428571,0,0,0.5,0
22,2,1,3,3,1,90.9090909090909,100,90.9090909090909,0.956521739130435,0,0,0.260869565217391,0.173913043478261
16,1,1,1,4,0,100,100,100,1.14285714285714,0,0.214285714285714,0.571428571428571,0.214285714285714
14,1,1,1,4,0,88.8888888888889,100,88.8888888888889,1.07692307692308,0,0.230769230769231,0.538461538461538,0.307692307692308
17,3,0,1,4,0,78.5714285714286,85.7142857142857,85.7142857142857,1.41666666666667,0,0.0833333333333333,0.666666666666667,0.333333333333333
27,3,1,3,4,3,80,86.6666666666667,86.6666666666667,0.794117647058823,0,0.0294117647058824,0.264705882352941,0.147058823529412
19,3,0,2,4,1,90.9090909090909,81.8181818181818,100,0.95,0,0.05,0.35,0.05
9,3,0,3,4,1,90.9090909090909,81.8181818181818,100,0.333333333333333,0,0.259259259259259,0.333333333333333,0.37037037037037
18,3,1,2,4,3,100,100,100,0.216867469879518,0,0.0602409638554217,0.144578313253012,0.192771084337349
51,3,0,1,4,2,100,100,100,0.772727272727273,0,0.0757575757575758,0.363636363636364,0.181818181818182
42,3,0,2,4,1,100,100,100,0.976744186046512,0,0.0232558139534884,0.255813953488372,0.186046511627907
14,3,1,3,4,0,98.4126984126984,96.8253968253968,98.4126984126984,0.736842105263158,0,0.0526315789473684,4.31578947368421,0.789473684210526
6,3,0,1,3,1,83.3333333333333,83.3333333333333,100,0.260869565217391,0,0.217391304347826,0.347826086956522,0.0434782608695652
27,3,0,1,4,0,82.3529411764706,82.3529411764706,100,0.54,0,0.64,0.34,0.24
17,2,0,1,3,0,81.25,87.5,100,0.607142857142857,0,1.07142857142857,0.25,0.0357142857142857
1,3,0,1,0,0,100,100,100,0.5,0,5,3,1.5
7,3,0,2,4,1,100,100,100,0.5,0,0,0.428571428571429,0.928571428571429
13,2,0,1,2,0,100,100,100,0.419354838709677,0,0,0.129032258064516,0.161290322580645
2,2,0,1,4,0,100,100,100,2,0,1,9,3
32,2,0,1,4,0,100,100,100,1.23076923076923,0,0,0.384615384615385,0.307692307692308
32,3,0,1,3,1,81.25,87.5,100,1.375,0.0416666666666667,1.54166666666667,0.333333333333333,0.0416666666666667
13,3,0,1,3,0,78.9473684210526,84.2105263157895,100,0.371428571428571,0,0.8,0.771428571428571,0.228571428571429
34,2,1,3,4,5,97.6744186046512,95.3488372093023,97.6744186046512,0.414634146341463,0,0.146341463414634,0.75609756097561,0.146341463414634
31,2,0,1,4,2,100,100,100,0.911764705882353,0,0.0294117647058824,0.264705882352941,0.0882352941176471
27,2,0,1,4,0,100,100,100,0.675,0,0.025,0.225,0.125
14,2,0,2,4,0,100,100,100,0.823529411764706,0,0,0.352941176470588,0.117647058823529
5,1,0,1,4,2,100,100,100,1,0,0,0.8,0.2
8,1,0,2,4,0,100,100,100,0.8,0,0,0.8,0.3
27,3,0,1,3,1,81.8181818181818,81.8181818181818,100,1.22727272727273,0,1.5,0.363636363636364,0.0454545454545455
3,2,0,1,4,0,83.3333333333333,83.3333333333333,100,0.230769230769231,0,1.07692307692308,0.307692307692308,0.153846153846154
4,3,0,2,3,0,83.3333333333333,83.3333333333333,100,0.4,0,0.9,0.6,0
26,3,0,1,3,0,75,75,100,0.509803921568627,0,0.764705882352941,0.215686274509804,0.0196078431372549
24,3,0,0,0,0,83.3333333333333,75,100,0.51063829787234,0,1.14893617021277,0.25531914893617,0.0212765957446809
11,3,0,1,0,0,100,75,100,1,0,1.09090909090909,0.454545454545455,0
27,3,0,0,0,0,75,75,100,0.72972972972973,0,1.24324324324324,0.216216216216216,0.027027027027027
10,3,0,3,0,1,66.6666666666667,66.6666666666667,100,0.238095238095238,0,0.642857142857143,0.166666666666667,0.214285714285714
3,3,0,1,2,0,81.9044873063313,91.0130610644602,82.8406469895976,7,6.625,0.125,0.625,0
0,2,0,1,2,1,81.9044873063313,91.0130610644602,82.8406469895976,0.75,0.75,0,0.4375,0.125
0,3,0,1,2,0,81.9044873063313,91.0130610644602,82.8406469895976,0.8,0.8,0.05,0.3,0.05
0,3,0,1,2,0,81.9044873063313,91.0130610644602,82.8406469895976,0.857142857142857,0.857142857142857,0,1,0
1,3,0,1,3,0,81.9044873063313,91.0130610644602,82.8406469895976,0.892857142857143,0.857142857142857,0.0357142857142857,0.321428571428571,0.0357142857142857
15,3,0,1,4,2,77.7777777777778,88.8888888888889,100,0.97,0.895,0.055,0.205,0.035
1,3,0,1,0,0,100,100,100,1.40909090909091,1.36363636363636,0.0454545454545455,0.318181818181818,0.0909090909090909
1,3,0,1,0,0,100,100,100,0.846153846153846,0.769230769230769,0.0769230769230769,0.538461538461538,0.0769230769230769
0,2,0,1,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.714285714285714,0.714285714285714,0.0476190476190476,0.285714285714286,0.0476190476190476
0,3,0,1,0,1,81.9044873063313,91.0130610644602,82.8406469895976,0.75,0.75,0,0.35,0
0,3,0,1,3,1,81.9044873063313,91.0130610644602,82.8406469895976,0.80952380952381,0.80952380952381,0.0952380952380952,0.428571428571429,0.0476190476190476
1,2,0,1,4,2,71.4285714285714,92.8571428571429,100,0.739130434782609,0.695652173913043,0.0869565217391304,0.782608695652174,0.173913043478261
1,2,0,1,4,0,88.8888888888889,100,100,0.655172413793103,0.620689655172414,0.0689655172413793,0.275862068965517,0
0,2,0,1,4,1,50,100,100,0.80952380952381,0.80952380952381,0,0.380952380952381,0.0476190476190476
3,2,0,1,4,1,50,100,100,0.576923076923077,0.461538461538462,0,0.153846153846154,0
1,3,0,1,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.625,0.59375,0.0625,0.5,0.03125
0,3,0,0,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.585365853658537,0.585365853658537,0,0.268292682926829,0.0487804878048781
0,3,0,0,0,0,81.9044873063313,91.0130610644602,82.8406469895976,0.724137931034483,0.724137931034483,0.103448275862069,0.172413793103448,0.0689655172413793
0,3,0,1,3,0,66.6666666666667,100,100,0.763157894736842,0.763157894736842,0,0.342105263157895,0.0263157894736842
0,3,0,1,3,1,77.7777777777778,88.8888888888889,100,0.615384615384615,0.615384615384615,0,0.5,0
4,3,0,1,3,2,80,90,100,0.53125,0.40625,0.03125,0.375,0.0625
0,2,0,1,4,2,81.8181818181818,90.9090909090909,100,0.553191489361702,0.553191489361702,0,0.276595744680851,0.0851063829787234
8,2,1,2,4,1,78.5714285714286,92.8571428571429,92.8571428571429,0.690909090909091,0.545454545454545,0,0.654545454545455,0.0909090909090909
27,2,1,3,4,1,77.7777777777778,88.8888888888889,88.8888888888889,0.853333333333333,0.493333333333333,0,0.213333333333333,0.0933333333333333
3,3,0,0,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.633333333333333,0.583333333333333,0.0666666666666667,0.166666666666667,0.0166666666666667
0,3,0,0,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.678571428571429,0.678571428571429,0.107142857142857,0.25,0.0357142857142857
0,3,0,1,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.67910447761194,0.67910447761194,0.0447761194029851,0.156716417910448,0.0298507462686567
1,3,0,0,3,0,100,100,100,0.75,0.666666666666667,0.25,0.5,0.0833333333333333
1,3,0,0,0,1,100,100,100,0.708333333333333,0.666666666666667,0.0416666666666667,0.291666666666667,0.0833333333333333
1,3,0,2,3,2,66.6666666666667,100,100,0.587301587301587,0.571428571428571,0,0.19047619047619,0.0317460317460317
0,3,1,3,0,0,71.4285714285714,85.7142857142857,85.7142857142857,0.0444444444444444,0.0444444444444444,0.0222222222222222,0.177777777777778,0
0,3,0,2,4,0,100,100,100,0.545454545454545,0.545454545454545,0,0.0909090909090909,0.0303030303030303
0,3,0,1,4,1,100,100,100,0.869565217391304,0.869565217391304,0.0434782608695652,0.173913043478261,0
0,3,0,0,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.516129032258065,0.516129032258065,0.0645161290322581,0.129032258064516,0.0645161290322581
0,3,0,1,4,1,100,100,100,0.625,0.625,0.0833333333333333,0.833333333333333,0.0416666666666667
1,3,0,2,4,0,100,100,100,0.2,0.133333333333333,0,4.13333333333333,0.133333333333333
0,3,0,2,3,0,81.9044873063313,91.0130610644602,82.8406469895976,0.592592592592593,0.592592592592593,0.037037037037037,0.296296296296296,0
0,3,0,1,0,0,100,100,100,0.592592592592593,0.592592592592593,0,0.444444444444444,0.111111111111111
0,3,0,1,4,0,100,100,100,0.653846153846154,0.653846153846154,0,0.384615384615385,0.0769230769230769
0,3,0,2,4,1,100,83.3333333333333,100,0.675,0.675,0.025,0.35,0.05
0,3,0,0,0,0,50,100,50,1,1,0,1.5,0.25
0,3,0,0,4,0,50,100,50,0.933333333333333,0.933333333333333,0,0.4,0.0666666666666667
0,3,0,0,4,0,50,100,50,0.736842105263158,0.736842105263158,0.0526315789473684,0.315789473684211,0.105263157894737
0,3,0,0,4,0,50,100,50,1.2,1.2,0,0.5,0.05
0,3,0,0,4,0,100,100,100,0.736842105263158,0.736842105263158,0.0526315789473684,0.368421052631579,0.0526315789473684
0,3,0,0,4,1,100,100,100,0.76,0.76,0.16,0.28,0
1,3,0,0,4,1,100,100,100,0.863636363636364,0.818181818181818,0.136363636363636,0.272727272727273,0.0909090909090909
0,3,0,0,4,0,100,100,100,1,1,0.133333333333333,0.333333333333333,0.0666666666666667
0,3,0,0,4,0,100,100,100,0.684210526315789,0.684210526315789,0.0789473684210526,0.157894736842105,0
0,3,0,0,4,0,88.8888888888889,100,88.8888888888889,0.697368421052632,0.697368421052632,0.0131578947368421,0.131578947368421,0.0263157894736842
3,3,0,0,4,1,87.5,100,87.5,0.815789473684211,0.776315789473684,0.0394736842105263,0.144736842105263,0.0394736842105263
0,3,0,0,4,1,90,100,90,0.822222222222222,0.822222222222222,0.0666666666666667,0.222222222222222,0.0222222222222222
1,3,0,0,4,1,80,100,80,0.837837837837838,0.810810810810811,0.027027027027027,0.297297297297297,0.027027027027027
0,3,0,0,4,1,100,100,100,0.708333333333333,0.708333333333333,0.0416666666666667,0.5,0
0,3,0,1,4,0,100,71.4285714285714,100,0.645161290322581,0.645161290322581,0.0967741935483871,0.258064516129032,0.0645161290322581
0,3,0,0,4,1,100,100,100,1.18181818181818,1.18181818181818,0,0.636363636363636,0.181818181818182
0,3,0,1,4,0,100,100,100,1.14285714285714,1.14285714285714,0.0952380952380952,0.238095238095238,0
0,3,0,1,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.571428571428571,0.571428571428571,0.0357142857142857,0.107142857142857,0.0714285714285714
0,3,0,1,4,0,81.9044873063313,91.0130610644602,82.8406469895976,0.636363636363636,0.636363636363636,0.0454545454545455,0.227272727272727,0
0,3,0,0,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.590909090909091,0.590909090909091,0.136363636363636,0.227272727272727,0
0,3,0,0,4,2,81.9044873063313,91.0130610644602,82.8406469895976,0.769230769230769,0.769230769230769,0.0384615384615385,0.192307692307692,0.0384615384615385
1,3,0,0,4,1,100,100,100,0.625,0.615384615384615,0.00961538461538462,0.115384615384615,0.0480769230769231
0,3,0,0,0,1,81.9044873063313,91.0130610644602,82.8406469895976,0.0294117647058824,0.0294117647058824,0,0.264705882352941,0
0,3,0,1,0,1,100,100,100,1.58064516129032,1.58064516129032,0.0967741935483871,0.483870967741935,0.129032258064516
0,3,0,1,4,1,100,100,100,0.695121951219512,0.695121951219512,0.0365853658536585,0.146341463414634,0.0487804878048781
0,3,0,1,4,1,100,100,100,0.708860759493671,0.708860759493671,0.0632911392405063,0.227848101265823,0.0253164556962025
0,3,0,1,4,3,100,100,100,0.808510638297872,0.808510638297872,0.0638297872340425,0.234042553191489,0.0425531914893617
0,3,0,2,4,3,100,86.6666666666667,100,0.625,0.625,0.0125,0.1875,0.0375
0,3,0,1,4,0,100,75,100,0.541666666666667,0.541666666666667,0.0833333333333333,0.375,0.0416666666666667
0,3,0,1,4,1,81.9044873063313,91.0130610644602,82.8406469895976,0.44,0.44,0.2,0.28,0
0,3,0,1,4,0,100,100,100,0.428571428571429,0.428571428571429,0.142857142857143,1.21428571428571,0.0714285714285714
0,3,0,1,4,0,100,100,100,0.567567567567568,0.567567567567568,0.0810810810810811,0.297297297297297,0.0540540540540541
1,3,0,0,4,1,100,100,100,0.633333333333333,0.6,0.0666666666666667,0.2,0.0333333333333333
0,3,0,0,4,0,50,100,50,0.56,0.56,0,0.24,0.08
