"ID_MGN","inundaciones","RVN","Telecomunicaciones_4Ginteriores","Telecomunicaciones_4Gexteriores","Telecomunicaciones_4Gvehiculos","Movilidad_congestionamiento","Residuos","cantidad_empresas","Movilidad_accidentes_Calle_buen_estado","Movilidad_accidentes_buenTiempo","Movilidad_accidentes_pavimento","Electricidad_medidoresIntel_edific","Electricidad_postes_edific","Electricidad_transform_edific","cluster"
26796,0,0,2,0,3,4,1,0,80,60,80,1.4,0.125,0,2
26804,0,0,2,1,1,4,1,0,71.7944035380472,71.8090403980719,83.2519719187894,1.31578947368421,0.368421052631579,0,2
26807,0,0,2,1,2,4,1,0,100,100,100,1,0.428571428571429,0,2
26808,0,0,2,1,1,4,1,0,100,100,100,1.53333333333333,0.533333333333333,0,2
26810,0,1,2,1,3,4,1,0,100,84.6153846153846,100,1.81818181818182,0.727272727272727,0.0909090909090909,2
26814,0,0,3,0,1,4,1,0,100,80,100,1.82352941176471,0.196078431372549,0.0784313725490196,2
26817,0,0,3,0,0,4,1,0,100,100,100,1.56756756756757,0.162162162162162,0.0540540540540541,2
26826,0,0,2,0,2,4,1,0,71.7944035380472,71.8090403980719,83.2519719187894,1.27777777777778,0.152777777777778,0,2
26827,0,0,3,0,2,0,1,0,66.6666666666667,100,66.6666666666667,1.88888888888889,0.666666666666667,0,2
26829,0,0,2,0,1,4,1,0,100,100,100,1.96296296296296,0.37037037037037,0,2
26835,0,0,3,0,2,4,1,0,71.7944035380472,71.8090403980719,83.2519719187894,1.42857142857143,0.183673469387755,0,2
26836,0,0,3,0,2,4,1,0,100,90,100,1.61764705882353,0.382352941176471,0,2
26837,0,0,2,0,1,4,1,0,85.7142857142857,85.7142857142857,85.7142857142857,2.43478260869565,0.304347826086957,0,2
26838,0,0,2,0,1,4,1,0,100,100,100,4.33333333333333,0.666666666666667,0,2
26840,0,0,2,0,2,3,1,0,100,100,100,2.11111111111111,0.666666666666667,0,2
26842,0,0,2,1,1,0,1,0,71.7944035380472,71.8090403980719,83.2519719187894,2.05263157894737,0.315789473684211,0,2
26845,0,0,2,0,2,4,1,0,100,100,100,2.78571428571429,0.428571428571429,0,2
26850,0,1,3,0,2,5,1,0,71.4285714285714,80.9523809523809,85.7142857142857,0.80952380952381,0.333333333333333,0,2
26856,0,1,2,0,2,4,1,0,100,63.6363636363636,100,1.77777777777778,0.444444444444444,0,2
26858,0,0,2,1,2,4,1,0,33.3333333333333,100,100,1.88,0.32,0,2
26859,0,0,2,0,2,4,1,0,100,100,100,4.1,0.6,0,2
26860,0,0,2,0,1,4,1,0,100,100,100,2.72222222222222,0.444444444444444,0,2
26861,0,0,2,0,1,4,1,0,100,100,100,3.75,0.875,0,2
26866,0,0,3,0,1,4,1,0,71.7944035380472,71.8090403980719,83.2519719187894,1.82758620689655,0.310344827586207,0,2
26867,0,0,3,0,1,4,1,0,71.7944035380472,71.8090403980719,83.2519719187894,1.31578947368421,0.236842105263158,0,2
26868,0,0,3,0,2,4,1,0,71.7944035380472,71.8090403980719,83.2519719187894,1.34905660377358,0.264150943396226,0,2
26871,0,0,3,0,1,3,1,0,71.7944035380472,71.8090403980719,83.2519719187894,1.40740740740741,0.203703703703704,0,2
26873,0,0,3,0,1,4,1,0,50,100,100,1.42424242424242,0.212121212121212,0,2
26875,0,0,2,0,1,4,1,0,50,50,50,1.73529411764706,0.323529411764706,0,2
26876,0,0,2,0,2,4,1,0,50,100,100,2.34615384615385,0.307692307692308,0,2
26877,0,0,2,0,2,4,1,0,50,100,100,1.96666666666667,0.2,0,2
26878,0,0,1,1,2,4,1,0,100,100,100,2.17391304347826,0.304347826086957,0,2
26880,0,0,1,1,2,4,1,0,100,100,100,1.95833333333333,0.208333333333333,0,2
26881,0,0,2,0,2,4,1,0,100,100,100,1.67142857142857,0.157142857142857,0,2
26882,0,0,3,0,1,3,1,0,100,100,100,1,0.209302325581395,0,2
26884,0,0,3,0,1,3,1,0,100,100,100,1.65789473684211,0.263157894736842,0,2
26886,0,0,3,0,1,4,1,0,71.7944035380472,71.8090403980719,83.2519719187894,5.14285714285714,1.14285714285714,0,2
26887,0,0,2,0,1,4,1,0,100,100,100,2.25,0.5,0,2
26888,0,0,2,1,2,4,1,0,100,50,50,2.08823529411765,0.294117647058824,0,2
26889,0,0,2,0,2,4,1,0,100,50,50,2.03448275862069,0.275862068965517,0,2
26891,0,0,1,0,2,4,1,0,100,100,100,1.26923076923077,0.192307692307692,0,2
26894,0,0,3,0,2,3,1,0,71.7944035380472,71.8090403980719,83.2519719187894,1.54545454545455,0.333333333333333,0,2
26898,0,0,2,0,2,4,1,0,100,100,100,1.91304347826087,0.304347826086957,0,2
26901,0,0,1,0,2,4,1,0,100,100,100,2.28571428571429,0.428571428571429,0,2
26961,0,0,2,1,1,4,0,0,100,50,100,3.77777777777778,1.22222222222222,0,2
27507,0,0,1,1,1,4,1,0,71.7944035380472,71.8090403980719,83.2519719187894,1.5,0,0,2
27508,0,0,1,1,2,4,1,0,71.7944035380472,71.8090403980719,83.2519719187894,1.63636363636364,0.181818181818182,0,2
27509,0,0,2,0,2,4,1,0,71.7944035380472,71.8090403980719,83.2519719187894,1.71428571428571,0.19047619047619,0,2
27520,0,0,1,1,2,4,1,0,71.7944035380472,71.8090403980719,83.2519719187894,1.92,0.32,0,2
