"Telecomunicaciones_4Ginteriores","Telecomunicaciones_4Gexteriores","Telecomunicaciones_4Gvehiculos","Movilidad_congestionamiento","Residuos","cantidad_empresas","Movilidad_accidentes_Calle_buen_estado","Movilidad_accidentes_buenTiempo","Movilidad_accidentes_pavimento","conexiones_agua_edific","postes_edific","transformadores_edific"
3,0,2,4,1,1,41.9847328244275,41.9847328244275,51.9083969465649,0.285714285714286,3.42857142857143,1.14285714285714
2,0,1,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0.708333333333333,2.70833333333333,0.291666666666667
2,1,3,4,1,0,100,63.3333333333333,100,0.577777777777778,1.22222222222222,0.133333333333333
3,0,2,0,1,0,100,100,100,0.846153846153846,6.46153846153846,0.692307692307692
1,1,3,4,1,3,94.9918173474551,83.4212430839292,95.9547579574305,0,1.4950495049505,0.227722772277228
1,1,1,4,1,0,94.9918173474551,83.4212430839292,95.9547579574305,0,3.31578947368421,0.263157894736842
1,1,3,3,0,0,94.9918173474551,83.4212430839292,95.9547579574305,0,3,0
3,0,2,4,1,0,100,100,100,0,0.736842105263158,0
3,2,3,4,1,10,94.9918173474551,83.4212430839292,95.9547579574305,0,2.19718309859155,0.39906103286385
3,2,3,4,1,2,100,100,100,0.5,3.07692307692308,0.615384615384615
